marital_status,is_displaced,gender,age,is_international,mothers_qualif,fathers_qualif,is_spec_needs,is_debtor,is_tuition_uptodate,is_scholarship,unempl_rate,infl_rate,gdp,application_order,course,is_daytime,prev_qualif,prev_qualif_grade,admission_grade,courses_credited,courses_enrolled,courses_evaluated,courses_approved,courses_avg_grade,courses_unevaluated,Target
single,0,1,21,0,2,4,0,0,1,0,13.9,-0.3,0.79,1,Animation and Multimedia Design,1,4,116,111.1,0,0,0,0,0,0,Dropout
single,1,1,18,0,1,3,0,0,1,1,10.8,1.4,1.74,1,Animation and Multimedia Design,1,4,147,134.4,0,0,0,0,0,0,Graduate
single,1,1,21,0,3,1,0,1,0,0,9.4,-0.8,-3.12,5,Communication Design,1,4,117,131,0,6,6,1,14,0,Dropout
single,0,1,22,0,4,4,0,0,1,0,11.1,0.6,2.02,1,Social Service,1,4,141,125,0,6,6,0,0,0,Dropout
single,1,1,21,0,5,3,0,0,1,0,8.9,1.4,3.51,1,Oral Hygiene,1,4,133.1,106,0,7,8,7,12.375,0,Graduate
single,1,1,32,0,2,3,0,0,0,0,16.2,0.3,-0.92,1,Nursing,1,4,133.1,128,0,7,0,0,0,0,Dropout
single,1,1,27,0,4,3,0,0,1,0,15.5,2.8,-4.06,1,Agronomy,1,5,120,120,14,18,21,18,11.421052631578949,0,Graduate
single,1,1,18,0,3,2,0,0,1,0,7.6,2.6,0.32,1,Nursing,1,4,148,134.8,0,7,7,6,13.35,0,Graduate
single,1,1,24,0,4,4,0,0,1,1,15.5,2.8,-4.06,1,Communication Design,1,4,130,112,0,6,6,6,15,0,Graduate
single,1,1,22,0,3,1,0,0,1,0,12.7,3.7,-1.7,1,Equinculture,1,4,120,116.1,0,5,9,2,10.5,0,Dropout
single,1,1,22,0,5,5,0,0,0,0,10.8,1.4,1.74,1,Equinculture,1,4,120,120,0,6,0,0,0,0,Dropout
single,1,1,19,0,1,1,0,0,1,0,13.9,-0.3,0.79,3,Management,1,4,133,119.7,0,5,8,5,13.25,0,Graduate
single,1,1,19,0,1,4,0,0,1,0,7.6,2.6,0.32,6,Informatics Engineering,1,4,129,117.1,0,5,10,0,0,0,Dropout
single,1,0,18,0,4,4,0,0,1,1,9.4,-0.8,-3.12,2,Nursing,1,4,140,131,0,8,8,8,13.88125,0,Graduate
single,1,0,18,0,5,3,0,0,1,0,9.4,-0.8,-3.12,2,Tourism,1,4,127,130.9,0,6,8,6,11.333333333333334,0,Graduate
single,1,0,20,0,3,3,0,1,1,0,16.2,0.3,-0.92,1,Animation and Multimedia Design,1,4,131,134.9,0,0,0,0,0,0,Dropout
single,1,0,19,0,4,3,0,0,1,0,13.9,-0.3,0.79,1,Social Service,1,4,132,127.1,0,6,7,6,12.857142857142858,0,Graduate
single,1,0,19,0,2,2,0,1,1,0,8.9,1.4,3.51,5,Journalism and Communication,1,4,113,110.2,0,6,6,5,11.6,0,Graduate
single,1,0,18,0,3,4,0,0,1,1,12.4,0.5,1.79,1,Tourism,1,4,115,108.7,0,6,9,5,11.4,0,Graduate
single,0,0,22,0,3,1,0,1,1,1,12.4,0.5,1.79,1,Communication Design,1,4,150,147.7,2,7,7,7,13.571428571428571,0,Graduate
married,0,0,31,0,1,2,0,0,1,0,12.4,0.5,1.79,1,Oral Hygiene,1,3,133.1,123,0,7,13,6,11.833333333333334,0,Graduate
single,0,0,19,0,3,3,0,0,1,1,16.2,0.3,-0.92,1,Basic Education,1,4,141,142.8,0,7,7,7,14.428571428571429,0,Graduate
single,1,0,18,0,2,2,0,0,1,1,8.9,1.4,3.51,2,Tourism,1,4,136,125.2,0,6,8,6,12.285714285714286,0,Graduate
single,0,0,21,0,3,4,0,0,1,0,7.6,2.6,0.32,1,Veterinary Nursing,1,4,140,141.8,0,5,7,5,14.4,0,Graduate
single,1,0,18,0,2,4,0,0,1,1,13.9,-0.3,0.79,5,Nursing,1,4,143,130.6,0,7,8,7,13.15,0,Graduate
single,0,1,25,1,5,1,0,1,0,0,15.5,2.8,-4.06,1,Management,1,4,130,130,0,5,6,0,0,0,Dropout
single,0,1,21,1,4,5,0,1,1,0,11.1,0.6,2.02,1,Informatics Engineering,1,4,133.1,100,0,5,5,0,0,0,Dropout
single,1,0,19,0,2,1,0,0,1,1,10.8,1.4,1.74,2,Nursing,1,4,129,119,0,8,8,7,12.342857142857143,0,Graduate
single,1,0,22,0,2,-1,0,0,1,0,7.6,2.6,0.32,1,Tourism,1,4,118,122.2,0,6,10,4,10.5,0,Dropout
single,0,1,19,0,2,4,0,0,1,0,12.4,0.5,1.79,1,Management,1,4,150,150,0,5,5,5,10.6,0,Graduate
single,0,0,58,0,1,1,0,0,1,0,11.1,0.6,2.02,1,Social Service (evening attendance),0,3,133.1,135.5,0,6,6,0,0,0,Dropout
single,1,0,19,0,3,1,0,0,1,1,10.8,1.4,1.74,2,Social Service,1,4,122,127.3,0,6,8,4,11.25,0,Graduate
single,1,1,23,1,1,1,0,0,1,0,9.4,-0.8,-3.12,1,Advertising and Marketing Management,1,4,127,127,3,9,11,6,10.5,0,Graduate
single,1,0,18,0,3,4,0,0,1,0,13.9,-0.3,0.79,3,Nursing,1,4,131,127.5,0,7,7,7,13.457142857142856,0,Graduate
single,0,0,20,0,3,3,0,0,1,0,7.6,2.6,0.32,2,Veterinary Nursing,1,4,130,122,0,5,6,5,12.6,0,Graduate
single,0,0,18,0,3,3,0,0,0,0,12.7,3.7,-1.7,5,Veterinary Nursing,1,4,130,115.8,0,6,0,0,0,0,Dropout
single,0,0,18,0,5,3,0,0,1,0,8.9,1.4,3.51,1,Advertising and Marketing Management,1,4,130,121.6,0,6,6,6,13.666666666666666,0,Graduate
single,1,0,18,0,3,3,0,1,1,1,11.1,0.6,2.02,4,Management,1,4,122,116.4,0,5,5,5,11.6,0,Graduate
single,0,0,24,0,2,2,0,0,1,0,11.1,0.6,2.02,1,Equinculture,1,4,114,120,0,6,9,6,12.571428571428571,0,Dropout
single,1,0,18,0,1,1,0,0,1,0,10.8,1.4,1.74,4,Basic Education,1,4,143,127.3,0,6,7,5,11.8,0,Dropout
single,1,0,19,0,3,2,0,0,1,1,8.9,1.4,3.51,3,Social Service,1,4,141,125.6,0,6,8,6,11.333333333333334,0,Graduate
single,1,0,18,0,2,2,0,0,1,0,7.6,2.6,0.32,1,Tourism,1,4,129,118.5,0,6,6,6,10.666666666666666,0,Graduate
single,1,0,19,0,3,3,0,0,1,1,10.8,1.4,1.74,1,Animation and Multimedia Design,1,4,137,134.6,0,0,0,0,0,0,Graduate
single,0,0,22,0,6,6,0,0,1,0,13.9,-0.3,0.79,1,Veterinary Nursing,1,4,140,140,2,6,9,6,13.333333333333334,0,Graduate
single,1,0,21,0,3,2,0,0,1,1,8.9,1.4,3.51,1,Journalism and Communication,1,4,120,117.9,0,6,6,5,13,0,Graduate
single,1,0,18,0,2,2,0,0,1,1,10.8,1.4,1.74,3,Nursing,1,4,144,128,0,8,11,7,12.90857142857143,0,Graduate
single,1,0,20,0,4,3,0,0,1,0,10.8,1.4,1.74,5,Basic Education,1,4,123,113.2,0,6,12,4,12,0,Dropout
single,1,0,19,0,4,2,0,0,1,0,12.7,3.7,-1.7,3,Communication Design,1,4,152,156.9,0,6,6,6,15.333333333333334,0,Graduate
single,0,1,26,1,4,4,0,1,0,0,11.1,0.6,2.02,1,Management,1,4,133.1,100,6,7,7,6,13,0,Dropout
married,0,0,35,0,1,1,0,0,1,0,15.5,2.8,-4.06,1,Social Service (evening attendance),0,4,140,101,0,6,7,6,12.5,0,Graduate
single,1,0,19,0,4,4,0,0,1,1,12.4,0.5,1.79,1,Advertising and Marketing Management,1,4,133,121.5,0,6,7,6,13,0,Graduate
single,1,1,18,0,2,1,0,0,1,0,10.8,1.4,1.74,1,Veterinary Nursing,1,4,138,126.8,0,5,6,4,11.75,0,Graduate
single,0,1,19,0,3,3,0,0,1,0,7.6,2.6,0.32,5,Advertising and Marketing Management,1,4,142,132.9,0,5,5,4,12.5,0,Graduate
single,1,1,25,0,4,4,0,0,1,0,12.4,0.5,1.79,1,Animation and Multimedia Design,1,4,115,134.3,16,17,19,17,11.61111111111111,0,Graduate
single,1,1,18,0,4,4,0,0,1,0,11.1,0.6,2.02,6,Tourism,1,4,125,120.5,0,6,6,6,14,0,Graduate
single,1,1,26,0,4,6,0,1,0,0,16.2,0.3,-0.92,1,Agronomy,1,4,170,144.1,0,6,8,0,0,0,Dropout
single,0,1,34,0,4,4,0,0,1,0,9.4,-0.8,-3.12,1,Management (evening attendance),0,4,140,100,0,5,5,5,13.8,0,Graduate
single,1,1,18,0,6,3,0,0,0,0,12.7,3.7,-1.7,2,Tourism,1,4,110,114.8,0,5,6,0,0,0,Dropout
single,0,1,18,0,5,4,0,0,0,0,9.4,-0.8,-3.12,1,Animation and Multimedia Design,1,4,114,111.9,0,0,0,0,0,0,Dropout
single,1,1,18,0,4,3,0,0,1,1,8.9,1.4,3.51,3,Informatics Engineering,1,4,138,125.4,0,5,9,4,12.25,0,Dropout
single,0,1,20,0,1,1,0,0,1,0,12.4,0.5,1.79,1,Agronomy,1,4,140,140,0,6,12,3,11.5,0,Dropout
single,0,1,25,0,4,3,0,0,1,0,16.2,0.3,-0.92,1,Communication Design,1,4,140,140,2,7,9,6,12.571428571428571,0,Graduate
single,0,1,18,0,5,4,0,0,1,0,11.1,0.6,2.02,1,Equinculture,1,4,132,127.8,0,6,9,6,12,0,Dropout
single,1,1,19,0,3,1,0,0,1,0,15.5,2.8,-4.06,1,Agronomy,1,4,148,131.6,8,12,17,11,12,2,Graduate
single,1,1,20,0,4,4,0,0,1,0,10.8,1.4,1.74,1,Animation and Multimedia Design,1,4,132,119.4,0,0,0,0,0,0,Dropout
single,1,1,20,0,3,1,0,0,1,1,10.8,1.4,1.74,2,Social Service,1,4,126,129.9,1,7,9,6,12,0,Graduate
single,1,1,19,0,4,1,0,0,1,1,11.1,0.6,2.02,2,Management,1,4,120,113.4,0,5,5,0,0,0,Dropout
single,1,1,20,0,1,1,0,0,0,0,9.4,-0.8,-3.12,1,Management,1,4,119,112,0,5,5,0,0,0,Dropout
single,0,1,24,0,2,1,0,0,1,0,15.5,2.8,-4.06,1,Advertising and Marketing Management,1,4,120,140,0,6,15,4,10.5,0,Dropout
single,1,1,20,0,2,2,0,0,1,0,16.2,0.3,-0.92,1,Agronomy,1,4,150,150,0,6,8,5,12.857142857142858,0,Graduate
single,0,1,23,0,4,3,0,0,1,0,8.9,1.4,3.51,1,Informatics Engineering,1,4,140,150,0,5,7,2,13,0,Dropout
single,0,1,21,0,-1,-1,0,0,1,0,9.4,-0.8,-3.12,4,Social Service (evening attendance),0,4,116,116.2,9,11,11,11,12.454545454545457,0,Graduate
single,1,1,20,0,3,3,0,0,1,0,10.8,1.4,1.74,2,Informatics Engineering,1,4,120,120.4,0,5,6,3,11,0,Dropout
single,0,1,18,0,4,3,0,0,1,1,11.1,0.6,2.02,1,Journalism and Communication,1,4,170,155,0,6,6,6,15.5,0,Graduate
single,1,1,18,0,4,4,0,0,1,0,11.1,0.6,2.02,3,Tourism,1,4,123,123.4,0,6,8,6,12.333333333333334,0,Graduate
single,0,1,18,0,3,2,0,0,1,1,16.2,0.3,-0.92,1,Journalism and Communication,1,4,130,126.2,0,6,7,6,11.333333333333334,0,Graduate
single,1,1,19,0,1,1,0,0,1,0,9.4,-0.8,-3.12,1,Journalism and Communication,1,4,117,120.5,0,6,12,0,0,1,Dropout
single,0,1,19,0,3,2,0,0,1,0,9.4,-0.8,-3.12,1,Equinculture,1,4,130,122.5,0,5,11,4,12,1,Graduate
single,1,1,33,0,1,1,0,1,1,0,12.7,3.7,-1.7,1,Management (evening attendance),0,4,133,139.2,0,5,11,2,12.5,0,Dropout
single,1,1,21,0,5,4,0,0,1,0,8.9,1.4,3.51,1,Animation and Multimedia Design,1,4,128,131.2,6,12,12,12,13.666666666666666,0,Graduate
married,0,1,25,0,4,3,0,1,0,0,15.5,2.8,-4.06,1,Agronomy,1,4,133.1,120,0,6,17,2,14.5,2,Dropout
single,1,1,20,0,4,4,0,0,1,1,12.4,0.5,1.79,1,Veterinary Nursing,1,4,123,116.7,0,6,10,4,13.2,0,Dropout
single,1,1,22,0,4,4,0,0,1,1,8.9,1.4,3.51,1,Veterinary Nursing,1,4,150,150,1,7,11,5,12.166666666666666,0,Dropout
divorced,0,0,39,0,1,1,0,0,1,0,10.8,1.4,1.74,1,Journalism and Communication,1,3,133.1,117.5,0,6,10,4,11.25,0,Graduate
single,1,1,21,0,5,4,0,0,1,1,8.9,1.4,3.51,2,Advertising and Marketing Management,1,4,140,137.6,0,6,8,6,15.166666666666666,0,Graduate
single,0,0,19,0,4,4,0,0,1,1,16.2,0.3,-0.92,1,Tourism,1,4,126,124.3,0,6,8,6,11.166666666666666,0,Graduate
single,0,0,26,0,1,1,0,0,1,1,7.6,2.6,0.32,1,Nursing,1,3,133.1,116,0,7,8,6,10.983333333333334,0,Graduate
single,1,0,19,0,3,4,0,0,1,1,15.5,2.8,-4.06,2,Social Service,1,4,121,121.4,0,6,8,4,10.75,0,Graduate
single,1,0,20,0,4,5,0,0,0,1,8.9,1.4,3.51,1,Veterinary Nursing,1,4,140,142.8,7,12,15,11,13.384615384615383,0,Graduate
single,0,1,24,0,3,1,0,0,1,0,16.2,0.3,-0.92,1,Social Service (evening attendance),0,4,131,125,0,6,13,0,0,3,Dropout
single,1,1,20,0,3,3,0,0,1,0,7.6,2.6,0.32,6,Informatics Engineering,1,4,124,126.1,0,5,7,4,13,0,Graduate
married,0,1,29,0,1,1,0,0,1,0,13.9,-0.3,0.79,1,Agronomy,1,4,120,155.8,0,6,9,6,16.11111111111111,0,Graduate
single,0,1,20,0,4,5,0,0,1,0,16.2,0.3,-0.92,1,Journalism and Communication,1,4,133.1,116,0,6,8,6,11.5,0,Graduate
single,1,1,20,0,5,6,0,0,1,0,13.9,-0.3,0.79,1,Equinculture,1,4,110,110,0,6,15,4,10.75,0,Dropout
single,1,1,24,0,3,4,0,0,1,1,11.1,0.6,2.02,1,Advertising and Marketing Management,1,3,133.1,97.2,0,6,10,4,11.6,0,Graduate
single,0,1,24,0,4,5,0,1,1,0,16.2,0.3,-0.92,1,Nursing,1,3,133.1,100,0,7,21,0,0,3,Dropout
single,0,1,23,0,5,4,0,0,1,0,11.1,0.6,2.02,1,Informatics Engineering,1,5,140,140,0,5,5,5,13.8,0,Graduate
single,1,1,20,0,4,1,0,0,1,0,15.5,2.8,-4.06,1,Oral Hygiene,1,4,130,128,0,7,8,7,13.585714285714284,0,Graduate
single,1,1,19,0,4,4,0,0,1,0,15.5,2.8,-4.06,2,Advertising and Marketing Management,1,4,110,115.3,0,6,8,6,13.857142857142858,0,Graduate
single,1,1,20,0,4,2,0,0,1,1,13.9,-0.3,0.79,1,Agronomy,1,4,160,160,0,6,9,6,13.444444444444445,0,Graduate
single,0,1,18,0,2,1,0,0,1,0,8.9,1.4,3.51,1,Communication Design,1,4,138,133.1,0,6,6,6,14,0,Graduate
single,1,1,20,0,4,4,0,1,1,0,10.8,1.4,1.74,1,Advertising and Marketing Management,1,4,126,119,0,6,10,1,12,1,Dropout
married,1,1,33,0,1,3,0,0,1,0,10.8,1.4,1.74,1,Management (evening attendance),0,4,120,156,0,5,5,5,14.2,0,Graduate
single,1,0,19,0,2,2,0,0,0,0,9.4,-0.8,-3.12,5,Journalism and Communication,1,4,122,123.1,0,6,12,3,11,0,Dropout
single,1,1,19,0,3,1,0,0,1,0,9.4,-0.8,-3.12,1,Animation and Multimedia Design,1,4,134,136.1,0,0,0,0,0,0,Graduate
single,1,1,22,0,3,1,0,0,1,0,15.5,2.8,-4.06,1,Communication Design,1,4,134,132.7,9,13,13,13,14,0,Graduate
single,0,0,39,1,4,4,0,0,1,0,12.7,3.7,-1.7,1,Nursing,1,4,140,128.2,0,7,0,0,0,0,Dropout
single,1,1,22,0,4,4,0,0,0,0,12.4,0.5,1.79,1,Tourism,1,4,127,126.7,0,1,1,0,0,0,Dropout
single,1,1,19,0,3,1,0,0,1,1,11.1,0.6,2.02,1,Animation and Multimedia Design,1,4,143,156.3,0,0,0,0,0,0,Graduate
single,1,0,19,1,5,4,0,0,1,0,12.4,0.5,1.79,1,Tourism,1,4,115,116.1,0,6,6,6,13.5,0,Graduate
single,1,0,19,0,3,1,0,0,1,0,15.5,2.8,-4.06,1,Nursing,1,4,131,123.8,0,7,0,0,0,0,Dropout
single,1,0,21,0,3,1,0,0,1,1,11.1,0.6,2.02,1,Animation and Multimedia Design,1,4,146,153,15,17,18,17,13.38888888888889,0,Graduate
single,1,0,39,0,3,4,0,0,0,0,12.4,0.5,1.79,1,Nursing,1,7,140,140,0,7,0,0,0,0,Dropout
single,1,1,19,0,3,4,0,0,1,0,8.9,1.4,3.51,1,Animation and Multimedia Design,1,4,135,131.9,6,12,12,12,13.583333333333334,0,Graduate
single,1,1,24,0,4,4,0,1,0,0,12.7,3.7,-1.7,1,Management,1,3,133.1,140,0,5,5,0,0,0,Dropout
single,1,1,27,0,3,3,0,0,1,0,12.7,3.7,-1.7,1,Management (evening attendance),0,4,120,115,0,5,9,1,10,0,Dropout
married,0,1,29,0,1,1,0,0,1,0,11.1,0.6,2.02,1,Management (evening attendance),0,4,133.1,168,0,5,5,5,15.2,0,Graduate
single,1,1,20,0,3,4,0,0,1,0,12.4,0.5,1.79,1,Veterinary Nursing,1,4,130,101.3,0,6,12,4,12.8,0,Dropout
single,0,1,21,0,3,4,0,0,1,0,9.4,-0.8,-3.12,1,Advertising and Marketing Management,1,4,125,122.6,0,5,7,5,11.166666666666666,0,Dropout
single,0,1,19,0,4,4,0,0,1,0,12.7,3.7,-1.7,1,Nursing,1,4,151,132.3,0,8,9,7,12.828571428571427,0,Graduate
single,0,1,19,0,4,4,0,1,0,0,15.5,2.8,-4.06,1,Journalism and Communication,1,4,112,111.7,0,6,6,6,12.5,0,Dropout
single,0,1,28,0,1,1,0,0,1,1,12.4,0.5,1.79,1,Informatics Engineering,1,4,120,98.7,0,5,12,3,10,0,Graduate
single,1,0,21,1,3,4,0,0,0,0,13.9,-0.3,0.79,1,Tourism,1,4,140,140,0,6,6,6,11.5,0,Graduate
single,1,0,23,1,5,5,0,1,0,0,12.7,3.7,-1.7,1,Nursing,1,4,140,140,0,8,11,7,11.328571428571427,0,Dropout
single,1,0,18,0,2,4,0,0,1,0,7.6,2.6,0.32,3,Nursing,1,4,143,133.8,0,7,7,6,13.033333333333331,0,Graduate
married,0,0,59,1,1,1,0,0,1,0,11.1,0.6,2.02,1,Journalism and Communication,1,4,133.1,100,0,6,8,6,12.166666666666666,0,Graduate
single,1,0,18,0,4,2,0,0,1,0,12.7,3.7,-1.7,1,Veterinary Nursing,1,4,136,130.8,0,5,7,5,14.4,1,Graduate
single,1,0,27,0,1,3,0,0,1,0,11.1,0.6,2.02,1,Nursing,1,4,130,106.2,0,7,14,0,0,0,Dropout
single,1,0,18,0,2,3,0,0,1,1,9.4,-0.8,-3.12,1,Social Service,1,4,141,125.6,0,6,6,6,12.666666666666666,0,Graduate
single,1,0,20,0,2,3,0,1,0,0,10.8,1.4,1.74,5,Basic Education,1,4,121,117.5,0,6,14,2,12,0,Dropout
married,0,0,32,0,1,1,0,0,0,0,12.7,3.7,-1.7,1,Informatics Engineering,1,5,120,122.5,0,5,6,0,0,0,Dropout
single,1,0,19,0,2,1,0,0,1,0,9.4,-0.8,-3.12,1,Management,1,4,129,132.9,0,5,5,3,11.666666666666666,0,Dropout
married,0,0,41,0,1,1,0,0,1,0,16.2,0.3,-0.92,1,Basic Education,1,3,133.1,103,0,6,0,0,0,0,Dropout
divorced,0,0,38,0,3,3,0,0,1,0,10.8,1.4,1.74,5,Social Service (evening attendance),0,4,100,107,0,5,12,1,10,0,Dropout
single,0,1,35,1,4,4,0,0,1,0,8.9,1.4,3.51,1,Equinculture,1,5,133.1,100,0,7,8,0,0,1,Dropout
single,1,0,27,0,-1,-1,0,0,1,0,7.6,2.6,0.32,1,Social Service (evening attendance),0,4,133.1,100,0,6,11,4,12.25,0,Dropout
single,1,0,19,0,4,1,0,0,1,0,7.6,2.6,0.32,1,Communication Design,1,4,139,131.3,0,6,10,4,12,1,Graduate
married,0,0,39,0,-1,-1,0,0,0,0,7.6,2.6,0.32,1,Management (evening attendance),0,4,133.1,118.4,0,5,5,0,0,0,Dropout
married,0,0,37,0,1,1,0,0,0,0,10.8,1.4,1.74,1,Tourism,1,5,100,100,0,5,5,0,0,0,Dropout
facto_union,0,0,37,0,2,2,0,0,0,0,12.7,3.7,-1.7,1,Nursing,1,4,110,110,0,8,8,0,0,1,Dropout
married,0,0,35,0,-1,-1,0,0,1,1,9.4,-0.8,-3.12,1,Social Service (evening attendance),0,4,133.1,100,11,16,16,16,12.6875,0,Graduate
single,0,0,49,0,1,1,0,0,1,0,12.7,3.7,-1.7,1,Management,1,4,123,106.2,9,13,22,10,10.4,0,Graduate
single,0,0,52,0,1,1,0,0,1,0,13.9,-0.3,0.79,1,Management,1,5,110,110,11,15,26,14,10.466666666666669,0,Graduate
single,1,0,18,0,4,2,0,0,1,0,9.4,-0.8,-3.12,2,Veterinary Nursing,1,4,130,122.3,0,5,10,5,14.333333333333334,2,Graduate
single,0,0,30,0,1,1,0,0,1,1,10.8,1.4,1.74,1,Social Service (evening attendance),0,4,133.1,112.5,0,7,7,6,14.666666666666666,1,Graduate
single,1,0,21,0,4,3,0,0,1,0,11.1,0.6,2.02,2,Nursing,1,4,97,98.1,0,7,7,7,12.835714285714284,0,Graduate
single,1,1,20,0,1,3,0,0,1,0,9.4,-0.8,-3.12,1,Informatics Engineering,1,4,130,140.2,0,5,5,0,0,0,Dropout
single,1,1,19,0,1,1,0,0,1,0,7.6,2.6,0.32,1,Animation and Multimedia Design,1,4,150,134.6,0,0,0,0,0,0,Dropout
single,1,1,18,0,5,3,0,0,1,0,9.4,-0.8,-3.12,3,Nursing,1,4,141,126.8,0,8,8,8,13.24875,0,Graduate
single,1,0,22,0,4,4,0,0,1,1,11.1,0.6,2.02,4,Management,1,4,116,113.6,0,5,6,3,14,0,Graduate
single,1,0,19,0,4,3,0,0,1,1,12.7,3.7,-1.7,6,Social Service,1,4,135,126.6,0,6,8,6,13.625,0,Graduate
single,1,0,18,0,3,2,0,0,1,1,13.9,-0.3,0.79,5,Nursing,1,4,144,130.7,0,7,8,7,14.85,0,Graduate
single,1,1,21,0,4,3,0,0,1,0,11.1,0.6,2.02,2,Management,1,4,108,105.9,0,5,9,4,10.75,0,Graduate
single,0,0,37,1,1,1,0,0,1,0,13.9,-0.3,0.79,1,Equinculture,1,4,133.1,100,0,6,0,0,0,0,Dropout
single,0,1,38,0,1,1,0,1,0,0,16.2,0.3,-0.92,1,Agronomy,1,3,133.1,120,0,6,8,0,0,0,Dropout
legally_separated,1,1,55,0,1,1,0,0,0,0,7.6,2.6,0.32,1,Management (evening attendance),0,3,130,119,0,5,5,0,0,0,Dropout
facto_union,0,0,28,0,1,1,0,1,0,0,13.9,-0.3,0.79,1,Agronomy,1,4,133.1,110,0,6,17,5,13,0,Dropout
facto_union,0,0,46,0,1,1,0,0,1,0,8.9,1.4,3.51,1,Management (evening attendance),0,5,120,120,6,8,12,8,12.375,0,Graduate
single,1,0,22,0,3,3,1,0,1,0,16.2,0.3,-0.92,4,Animation and Multimedia Design,1,4,131,119.8,0,0,0,0,0,0,Graduate
married,0,0,46,0,1,1,0,0,1,0,12.4,0.5,1.79,2,Advertising and Marketing Management,1,3,133.1,135.6,0,6,10,5,11.4,0,Dropout
single,1,0,18,0,1,3,0,1,0,0,7.6,2.6,0.32,3,Veterinary Nursing,1,4,131,136.3,0,5,7,3,13,0,Dropout
single,1,1,21,0,1,1,0,0,1,1,12.7,3.7,-1.7,1,Journalism and Communication,1,4,146,149.2,0,6,6,6,13.5,0,Graduate
single,0,0,34,0,3,1,0,0,1,0,13.9,-0.3,0.79,1,Management (evening attendance),0,4,120,100,0,5,9,0,0,0,Dropout
single,1,0,21,0,1,2,0,0,1,1,10.8,1.4,1.74,1,Basic Education,1,4,119,125,0,6,9,5,12,0,Dropout
single,1,0,18,0,1,3,0,0,1,1,15.5,2.8,-4.06,1,Journalism and Communication,1,4,132,131,0,6,8,5,13,0,Graduate
single,1,1,20,0,4,2,0,0,1,0,7.6,2.6,0.32,1,Animation and Multimedia Design,1,4,130,122,0,0,0,0,0,0,Graduate
single,1,1,19,0,1,1,0,0,1,0,10.8,1.4,1.74,1,Tourism,1,4,119,118,0,6,13,2,10.5,0,Dropout
single,1,1,22,0,4,3,0,0,1,0,7.6,2.6,0.32,2,Social Service (evening attendance),0,4,134,126,0,6,7,6,12.666666666666666,0,Graduate
single,0,1,23,0,4,3,0,0,1,0,15.5,2.8,-4.06,1,Agronomy,1,4,120,120,1,6,6,1,11,0,Dropout
single,1,1,19,0,5,4,0,0,1,0,9.4,-0.8,-3.12,4,Animation and Multimedia Design,1,4,172,155.6,0,0,0,0,0,0,Dropout
single,1,1,19,0,2,1,0,1,0,1,9.4,-0.8,-3.12,3,Animation and Multimedia Design,1,4,129,127.3,0,0,0,0,0,0,Dropout
single,0,1,18,0,3,4,0,0,1,1,13.9,-0.3,0.79,1,Journalism and Communication,1,4,164,161.2,0,6,7,6,15.571428571428571,0,Graduate
single,1,1,18,0,1,1,0,0,1,0,9.4,-0.8,-3.12,1,Social Service,1,4,136,140.9,0,6,10,4,12,0,Dropout
single,0,1,19,0,2,2,0,1,1,0,16.2,0.3,-0.92,1,Journalism and Communication,1,4,117,111.1,0,6,6,4,11.25,0,Dropout
single,1,1,18,0,4,4,0,0,1,0,11.1,0.6,2.02,4,Animation and Multimedia Design,1,4,131,149.9,0,0,0,0,0,0,Graduate
single,1,1,19,0,3,2,0,0,1,0,12.4,0.5,1.79,1,Agronomy,1,4,120,120,0,6,8,6,12.142857142857142,0,Graduate
single,0,1,27,0,4,3,0,1,0,0,8.9,1.4,3.51,1,Agronomy,1,3,133.1,120,0,6,11,2,11.5,0,Dropout
single,1,1,20,0,5,3,0,0,1,0,12.4,0.5,1.79,5,Tourism,1,4,101,98.9,0,6,10,4,13,0,Graduate
single,1,1,18,0,6,5,0,0,1,0,9.4,-0.8,-3.12,6,Nursing,1,4,141,136.3,0,8,9,8,12.8875,1,Graduate
single,1,1,18,0,2,3,0,0,1,0,8.9,1.4,3.51,2,Communication Design,1,4,145,130,0,6,7,6,12.833333333333334,0,Graduate
single,1,1,18,0,4,2,0,0,1,0,9.4,-0.8,-3.12,1,Management,1,4,160,141.5,0,5,10,3,10.666666666666666,1,Dropout
single,1,0,18,0,3,3,0,0,1,0,16.2,0.3,-0.92,2,Nursing,1,4,125,114.5,0,7,11,6,11.983333333333334,0,Graduate
single,1,0,37,0,-1,-1,0,0,0,0,9.4,-0.8,-3.12,1,Social Service (evening attendance),0,3,133.1,100,0,5,9,0,0,0,Dropout
married,0,0,36,0,2,1,0,0,1,1,10.8,1.4,1.74,1,Social Service (evening attendance),0,4,120,110.5,0,6,6,6,11.833333333333334,0,Graduate
married,1,0,26,0,3,3,0,0,1,0,15.5,2.8,-4.06,1,Veterinary Nursing,1,3,133.1,101,0,6,21,3,12.666666666666666,0,Dropout
single,0,0,19,0,1,2,0,0,1,0,7.6,2.6,0.32,1,Veterinary Nursing,1,4,121,121,0,5,9,4,13.75,1,Graduate
single,1,0,24,0,1,4,0,0,1,0,15.5,2.8,-4.06,1,Social Service (evening attendance),0,4,120,95,0,6,8,5,11.4,0,Dropout
single,1,0,19,1,3,4,0,0,1,1,11.1,0.6,2.02,2,Journalism and Communication,1,4,130,126.9,0,6,8,6,13.166666666666666,0,Dropout
